"MLS Number","Type","Air Conditioning","Apartment YN","List Price","Patio","% Interests In Common Elmts","School Elementary","School High","School Junior","School Middle","Photo Count","Pool Type","Pools Num","Property Type","Prop Type","Rear Yard Vehicle Access YN","Roof Type","Gas Type","Green Building Cert Attached YN","Heating","Lot Size","Navigable YN","Original List Price","Out Building","Approx Living Area","Acres#","Appliance Included","Bounding Streets","Car Storage","Condition","Energy Efficient Features","Exterior","Exterior Features","Fireplace","Foundation","LP/SqFt","Age Desc 1","Cond","Approx Total SqFt","Beds Total","Baths Full","Baths Half","Age","DOM","Car Stor","Sold Price","Sold Date","SP$/SQFT"
"CN158016","SGL","Central","","$60,000","","","","","","","21","","","Residential","RES","","Asphalt","","","Central, Gas","119x62x16x20x94x86","","","","1,300","0.22","CookTop, Refrigerator, Range/Oven","","Driveway Only","","","","Fence, Porch","","Slab","$46.15","","","1,400","3","1","","","26","DR","$51,750","10/14/2020","$39.81  "
"CN157977","SGL","Central","","$150,000","","","","","","","5","","","Residential","RES","","Metal","","","Central","284 x1055 x 284 x 1062","","","Workshop","924","7.85","CookTop, Refrigerator, Range/Oven","","","","","Vinyl Siding","","","Raised","$162.34","","","924","3","1","","","14","","$130,000","09/22/2020","$140.69  "
"CN158051","SGL","Central","","$186,000","","","","","","","13","","","Residential","RES","","Asphalt","","","Central","120X117X119X117 +/-","","","","1,780","0.37","CookTop, Dishwasher, Range/Oven","","Two, Detached, Driveway Only, Garage","","","","Fence","Wood, Yes","Slab","$104.49","","","1,910","3","2","","","45","2,DE,DR,GR","$181,000","11/23/2020","$101.69  "
"CN158042","SGL","Central","","$145,000","Covered","","","","","","47","Above Ground","1","Residential","RES","","Shingle","","","Central","50x152.5","","","Shed","1,659","0.19","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Garage","","","Vinyl Siding","Fence","","","$87.40","","","1,851","3","2","","","3","1,GR","$142,000","09/28/2020","$85.59  "
"CN158092","SGL","Central","","$36,000","","","","","","","6","","","Residential","RES","","Asphalt","","","Central","52x160","","","","1,100","0.39","","","","","","Frame","","","","$32.73","","","1,126","2","1","","","111","","$23,500","02/05/2021","$21.36  "
"CN158068","CND","Central","","$184,500","","","","","","","16","","","Residential","RES","","Shingle","","","Central","33'x47'x30'x47'","","","","1,460","0.03","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Carport, Driveway Only","","Insulation, Windows","Stucco","Porch","Wood, Yes","Slab","$126.37","","","1,780","2","2","","","30","2,CP,DR","$179,000","10/01/2020","$122.60  "
"CN158104","SGL","Central","","$205,000","","","","","","","20","Above Ground","1","Residential","RES","","Shingle","","","Central","19.71X29X115.29X120X132","","","","1,708","0.37","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","","Vinyl Siding","Fence, Porch","Wood, Yes","Slab","$120.02","","","2,656","3","2","1","","5","2,AT,CP,DR","$205,000","10/12/2020","$120.02  "
"CN158082","SGL","Central","","$299,000","Covered, Yes","","","","","","29","","","Residential","RES","","Shingle","","","Gas","70X176.92","","","Shed","3,886","0.28","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","","","Water Heater","Stucco","Fence, Porch","Gas, Yes","Raised","$76.94","","","4,658","5","2","","","139","","$299,000","01/29/2021","$76.94  "
"CN158054","SGL","Central","","$310,000","Yes","","","","","","23","","","Residential","RES","","Shingle","","","Central, Gas","73X123X74X123","","","","1,867","0.24","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","","Frame","Fence, Porch, Sprinkler System","Wood, Yes","Slab","$166.04","","","2,699","3","2","","","2","2,DR,GR","$310,000","09/15/2020","$166.04  "
"CN158107","SGL","Central","","$214,500","Covered","","","","","","26","","","Residential","RES","","Shingle","","","Central","151x101x143x16x86","","","Shed","2,289","0.34","CookTop, Double Oven, Disposal, Dishwasher, Microwave","","Two, Carport","","","Brick, Frame","Fence","Wood, Yes","Slab","$93.71","","","2,790","4","2","1","","2","2,CP","$205,000","09/29/2020","$89.56  "
"CN158119","SGL","Central","","$269,000","","","","","","","22","","","Residential","RES","","Shingle","","","Central","127'x102.64'","","","","3,389","0.33","Range/Oven","","Three or More, Carport, Detached","","","Frame","Fence, Porch","Yes","Raised","$79.37","","","3,389","3","3","","","163","3PLUS,CP,DE","$265,000","03/17/2021","$78.19  "
"CN158116","SGL","Central","","$195,000","","","","","","","10","","","Residential","RES","","Asphalt","","","Central","78'x130'x81'x130'","","","Shed","1,721","0.22","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Carport, Garage","","","","Fence","Wood, Yes","","$113.31","","","2,300","3","2","","","12","2,CP,GR","$195,000","10/08/2020","$113.31  "
"CN158140","CND","Central","","$84,500","","","","","","","18","","","Residential","RES","","Asphalt","","","Central","0x0x0x0","","","","934","0.00","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","","","","Frame","Porch","Wood, Yes","Slab","$90.47","","","1,065","2","2","","","4","","$84,500","10/19/2020","$90.47  "
"CN158138","SGL","Central","","$320,000","","","","","","","24","Above Ground","1","Residential","RES","","Asphalt","","","Central, Gas","100'x138'x97'x142'","","","Workshop","3,461","0.32","CookTop, Double Oven, Disposal, Dishwasher, Microwave","","Two, Attached, Garage","","","","Bayou","Wood, Yes","Slab","$92.46","","","4,161","4","2","1","","120","2,AT,GR","$300,000","01/29/2021","$86.68  "
"CN158151","SGL","Central","","$277,500","Yes","","","","","","37","","","Residential","RES","","Asphalt","","","Central","104'X141'X105'X141'","","","Workshop","2,403","0.35","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Garage","","Insulation, Windows","","Fence, Porch, Sprinkler System","Wood, Yes","Slab","$115.48","","","3,053","4","2","","","27","2,AT,GR","$274,500","10/13/2020","$114.23  "
"CN158144","SGL","Central","","$332,000","","","","","","","51","","","Residential","RES","","Shingle","","","Central, Gas","See attached survey","","","Shed, Workshop","2,888","1.94","Dishwasher, Ice Maker, Microwave, Refrigerator, Range/Oven","","Three or More, Carport","","Insulation, Windows","","Bayou, Porch","Yes","","$114.96","","","4,180","5","3","","","2","3PLUS,CP","$329,000","10/08/2020","$113.92  "
"CN158141","SGL","Central","","$149,500","","","","","","","24","","","Residential","RES","","Asphalt","","","Central","80x98x71x149","","","","1,362","0.21","","","Attached, Garage","","","","Porch","","Slab","$109.77","","","1,659","3","2","","","1","AT,GR","$137,000","09/15/2020","$100.59  "
"CN158149","SGL","","","$369,900","Yes","","","","","","23","","","Residential","RES","","Shingle","","","Central, Gas","165.05x202.91x67.99IRRx194.25","","","","2,526","0.71","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","Fence","Wood, Yes","","$146.44","","","3,287","3","2","1","","40","2,DR,GR","$360,000","10/29/2020","$142.52  "
"CN158227","SGL","None","","$8,900","","","","","","","7","","","Residential","RES","","Metal","","","None","50-150","","","","800","0.19","","","","","","Vinyl Siding","","","Raised","$11.13","","","1,501","2","1","","","15","","$8,900","10/01/2020","$11.13  "
"CN158194","SGL","Central","","$639,000","","","","","","","33","Inground","1","Residential","RES","","Shingle","","","Central","113.39x166.67x112","","","Guest House","3,740","0.47","CookTop, Disposal, Dishwasher, Microwave, Range/Oven, Wine Cooler","","Two, Attached, Garage","","","Stucco","Fence","Wood, Yes","Slab","$170.86","","","5,432","4","3","1","","4","2,AT,GR","$639,000","10/15/2020","$170.86  "
"CN158242","SGL","Central","","$427,000","Yes","","","","","","30","Inground","1","Residential","RES","","Shingle","","","Central, Gas","172x198x158x210","","","","3,235","0.77","CookTop, Double Oven, Disposal, Dishwasher, Ice Maker, Microwave","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Fence, Sprinkler System","Wood, Yes","Slab","$131.99","","","3,923","5","4","1","","21","2,AT,DR,GR","$420,000","10/23/2020","$129.83  "
"CN158238","SGL","Central","","$545,000","Covered","","","","","","31","","","Residential","RES","","Shingle","","","Central","207x1089x159x1078","","","","3,039","5.17","CookTop, Disposal, Dishwasher, Ice Maker, Microwave, Refrigerator, Range/Oven","","Three or More, Driveway Only, Garage","","Insulation","Other","Bayou, Porch","Gas, Wood, Yes","Slab","$179.34","","","4,582","5","3","1","","5","3PLUS,DR,GR","$558,000","10/22/2020","$183.61  "
"CN158394","SGL","Central","","$699,900","Covered, Yes","","","","","","36","Inground","1","Residential","RES","","Shingle","","","Central","144X39X143X39","","","","5,300","1.42","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Wine Cooler","","Two, Attached, Garage","","","Brick, Frame","Fence, Porch","Gas, Yes","Slab","$132.06","","","4,425","6","4","1","","216","2,AT,GR","$675,000","05/14/2021","$127.36  "
"CN158251","SGL","Central","","$170,000","Covered","","","","","","31","","","Residential","RES","","Asphalt","","","Central","60'x103'x72'x103'","","","Shed","1,532","0.16","CookTop, Dishwasher, Range/Oven","","Two, Attached, Driveway Only, Garage","","","Vinyl Siding","Fence","Wood, Yes","Slab","$110.97","","","1,982","3","2","","","53","2,AT,DR,GR","$168,000","12/22/2020","$109.66  "
"CN158274","SGL","Central","","$130,000","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","158.4 X 60 X 152 X 71.2","","","","1,387","0.27","CookTop, Dishwasher, Range/Oven","","Two, Garage","","","Vinyl Siding","","Yes","Slab","$93.73","","","1,762","3","1","1","","1","2,GR","$130,000","10/30/2020","$93.73  "
"CN158268","CND","Central","","$185,000","Covered","","","","","","2","","","Residential","RES","","Shingle","","","Central","31â€™ x 46â€™ +/-","","","","1,450","0.03","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Carport, Driveway Only","","Insulation","Stucco","","","Slab","$127.59","","","2,000","2","2","","","12","2,CP,DR","$180,000","10/30/2020","$124.14  "
"CN158262","SGL","Central","","$345,000","Covered","","","","","","2","","","Residential","RES","","Shingle","","","Central","97X134X99X134","","","","2,325","0.30","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Garage","","","","Fence","Gas, Yes","Slab","$148.39","","","3,117","4","2","","","0","2,GR","$345,000","09/01/2020","$148.39  "
"CN158259","SGL","Window Unit","","$30,000","","","","","","","5","","","Residential","RES","","Asphalt","","","Gas, Other","50 x 155 x 48 x 155","","","","1,500","0.20","Range/Oven","","None","","","Frame","","","Raised","$20.00","","","1,500","3","1","","","9","NO","$22,000","10/12/2020","$14.67  "
"CN158272","SGL","Central","","$328,500","","","","","","","49","","","Residential","RES","","Shingle","","","Central","80 x 175 x 97 x 182","","","","2,266","0.38","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Garage","","","","Fence","Yes","","$144.97","","","2,800","4","2","1","","71","2,GR","$320,000","12/23/2020","$141.22  "
"CN158285","SGL","Central","","$154,500","Covered","","","","","","19","","","Residential","RES","","Shingle","","","Central, Gas","75 x 150","","","Shed","1,478","0.26","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","","","Fence","Gas, Yes","Slab","$104.53","","","1,880","3","2","","","7","2,AT,CP,DR","$152,000","10/14/2020","$102.84  "
"CN158258","SGL","Central","","$255,000","Yes","","","","","","19","","","Residential","RES","","Shingle","","","Central","81X135X81X135","","","","1,804","0.24","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation","","","Wood, Yes","Slab","$141.35","","","2,627","3","2","","","6","2,DR,GR","$252,000","11/05/2020","$139.69  "
"CN158279","SGL","Central","","$55,000","Covered, Yes","","","","","","17","","","Residential","RES","","Asphalt","","","Central","120 x 121","","","","2,052","0.33","CookTop, Double Oven, Dishwasher","","Driveway Only","","","","","","Slab","$26.80","","","2,551","3","2","","","263","DR","$45,000","06/18/2021","$21.93  "
"CN158244","SGL","Central","","$184,000","Covered","","","","","","32","","","Residential","RES","","Shingle","","","Central","86x122x90x125","","","Shed, Workshop","1,807","0.33","CookTop, Disposal, Dishwasher, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","","Fence, Porch","Wood, Yes","Slab","$101.83","","","2,716","3","2","","","3","2,AT,CP,DR","$184,000","10/30/2020","$101.83  "
"CN158342","SGL","Central","","$139,500","Covered","","","","","","15","","","Residential","RES","","Asphalt","","","Central, Gas","62 x168.35","","","Shed, Workshop","1,504","0.28","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Carport, Driveway Only","","","Brick, Frame","Fence, Porch","Yes","","$92.75","","","1,754","3","1","","","46","1,CP,DR","$135,000","12/08/2020","$89.76  "
"CN158337","SGL","Central","","$260,000","Yes","","","","","","31","","","Residential","RES","","Shingle","","","Central, Gas","149.74 x 152.5","","","Shed, Workshop","3,850","0.60","CookTop, Dishwasher, Refrigerator, Range/Oven","","","","","Frame","Fence","Gas, Wood, Yes","Raised","$67.53","","","3,850","5","4","1","","208","","$258,500","05/10/2021","$67.14  "
"CN158335","SGL","Central","","$138,000","","","","","","","11","","","Residential","RES","","Asphalt","","","Central, Gas","94'x105'x95'x105'","","","","1,402","0.23","CookTop, Dishwasher, Refrigerator, Range/Oven","","Two, Carport","","","","Fence","","Slab","$98.43","","","2,139","3","2","","","90","2,CP","$133,000","01/25/2021","$94.86  "
"CN158355","SGL","Window Unit","","$94,000","Covered","","","","","","14","","","Residential","RES","","Asphalt","","","Ductless Wall Unit, Gas, Other","51.34x144","","","","1,600","0.17","","","Three or More, Garage","","","Frame, Vinyl Siding","","Yes","Raised","$58.75","","","2,400","3","1","","","10","3PLUS,GR","$90,000","11/12/2020","$56.25  "
"CN158357","SGL","Central","","$405,000","","","","","","","42","Community, Inground","1","Residential","RES","","Shingle","","","Central","101 x 128 x 56 x 152","","","","2,565","0.24","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","Stucco","","Gas, Yes","Slab","$157.89","","","3,461","4","3","","","188","2,AT,CP,DR","$400,000","04/22/2021","$155.95  "
"CN158346","SGL","Central","","$55,000","Yes","","","","","","2","","","Residential","RES","","Asphalt","","","Central, Gas","62.5' x 125' x 62.5' x 125'","","","","1,646","0.21","CookTop, Microwave, Range/Oven","","Two, Carport, Detached","","","","Fence, Porch","Yes","Raised","$33.41","","","1,756","3","1","","","53","2,CP,DE","$45,000","12/18/2020","$27.34  "
"CN158356","SGL","Central","","$171,800","Yes","","","","","","22","Inground","1","Residential","RES","","Asphalt","","","Central","80x150x73.85x136.28","","","Workshop","1,735","0.26","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Carport, Driveway Only","","Insulation, Windows","","Fence, Porch","","Slab","$99.02","","","2,141","3","2","","","3","2,CP,DR","$167,000","11/02/2020","$96.25  "
"CN158381","SGL","Central","","$134,900","","","","","","","17","","","Residential","RES","","Asphalt","","","Central","49x125x50x123","","","","1,800","0.20","","","","","","Brick, Frame","","","Slab","$74.94","","","1,820","4","2","","","59","","$130,000","01/12/2021","$72.22  "
"CN158373","SGL","Central","","$242,900","Covered","","","","","","50","","","Residential","RES","","Asphalt","","","Central","154x144x168x86x13x18","","","Workshop","2,094","0.55","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Carport, Detached, Driveway Only","","","Other","Fence","Wood, Yes","Raised, Slab","$116.00","","","2,275","3","2","1","","246","2,CP,DE,DR","$230,000","07/01/2021","$109.84  "
"CN158371","SGL","Central","","$249,900","Covered","","","","","","27","Inground","1","Residential","RES","","Shingle","","","Central, Gas","120 x 117","","","","2,630","0.32","CookTop, Dishwasher, Range/Oven","","Driveway Only","","Insulation, Windows","","Fence, Porch","Wood, Yes","Slab","$95.02","","","3,525","3","3","1","","3","DR","$253,900","11/25/2020","$96.54  "
"CN158368","SGL","Central","","$129,000","","","Horseshoe","ASH","","Brame","10","","","Residential","RES","","Asphalt","","","Central","133.94x136.62x133.94x133.94","","","","1,788","0.42","","","Attached, Carport","","","","","","","$72.15","","","1,788","3","2","","","2","AT,CP","$125,000","12/30/2020","$69.91  "
"CN158352","SGL","Central","","$75,000","Covered, Yes","","","","","","11","","","Residential","RES","","Asphalt","","","Central","70x133.47x70x133.47","","","","1,249","0.21","CookTop, Dishwasher, Microwave, Range/Oven","","One, Carport, Driveway Only","","Insulation, Windows","Vinyl Siding","Fence, Porch","","Slab","$60.05","","","1,844","3","1","","","139","1,CP,DR","$65,000","03/19/2021","$52.04  "
"CN158376","SGL","Central","","$121,000","Yes","","","","","","25","","","Residential","RES","","Metal","","","Central, Gas","30x23x216x139x136","","$140,000","Shed, Workshop","1,047","0.36","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Attached, Carport, Driveway Only","","Insulation, Windows","Brick, Frame","Fence","","","$115.57","","","1,547","3","2","","","358","1,AT,CP,DR","$121,000","11/03/2021","$115.57  "
"CN158408","SGL","Central","","$169,900","","","","","","","30","","","Residential","RES","","Asphalt","","","Central","75 x 180","","","","1,723","0.31","CookTop, Dishwasher, Range/Oven","","One, Attached, Carport, Driveway Only","","","","Fence","Wood, Yes","Slab","$98.61","","","1,810","3","2","1","","5","1,AT,CP,DR","$169,900","12/10/2020","$98.61  "
"CN158392","SGL","Central","","$134,900","","","","","","","18","Inground","1","Residential","RES","","Metal","","","Central, Gas","100 X 216","","","","2,509","0.49","Dishwasher, Microwave, Range/Oven","","Two, Carport","","","","Fence","Yes","","$53.77","","","2,929","4","2","","","94","2,CP","$138,350","03/02/2021","$55.14  "
"CN158382","SGL","Central","","$247,000","Covered","","","","","","45","","","Residential","RES","","Shingle","","","Central, Gas","75x133x75x136","","","","1,793","0.23","Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","Fence, Porch","Gas, Yes","Slab","$137.76","","","2,527","3","2","","","6","2,DR,GR","$250,750","11/05/2020","$139.85  "
"CN158321","TNH","Central","","$109,000","Covered","","","","","","21","","","Residential","RES","","Asphalt","","","Central","1/2 of 119x63x109x62","","","","995","0.22","CookTop, Dishwasher, Range/Oven","","","","","Vinyl Siding","","","","$109.55","","","1,170","2","2","","","84","","$108,000","01/22/2021","$108.54  "
"CN158295","SGL","Central","","$229,000","","","","","","","29","","","Residential","RES","","Asphalt","","","Central","55' X 165' X 55' X 165'","","","","3,424","0.24","CookTop, Range/Oven","","","","","Frame","","Yes","Raised","$66.88","","","3,984","4","3","","","102","","$215,000","02/05/2021","$62.79  "
"CN158418","SGL","Central","","$119,000","Covered","","","","","","35","","","Residential","RES","","Asphalt","","","Central","80X142X80X142","","","","1,776","0.26","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Driveway Only","","","Vinyl Siding","Fence","Yes","Slab","$67.00","","","1,916","3","2","","","13","DR","$81,000","10/19/2020","$45.61  "
"CN158395","SGL","Central","","$480,000","Yes","","","","","","25","","","Residential","RES","","Shingle","","","Central, Gas","127x183x125x184","","","","3,133","0.53","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","Water Heater, Insulation, Windows","","Porch, Sprinkler System","Gas, Yes","","$153.21","","","4,313","4","3","1","","28","2,DR,GR","$470,000","11/23/2020","$150.02  "
